Input	Status	Other Name For	Split Into	Merged Into	History
SSTP_0000846800	Live - Unique				History: Gene model updated on 2022-05-22.
SSTP_0000489700	Live - Unique				History: Gene model updated on 2022-05-22.
SSTP_0000937800	Live - Unique				History: Gene model updated on 2022-05-22.
SSTP_0000912800	Live - Unique				History: Gene model updated on 2022-05-22.
SSTP_0000214200	Live - Unique				History: Gene model updated on 2022-05-22.
Ss-daf-11	Live - Unique	SSTP_0001276100
Ss-gcy-9	Live - Unique	SSTP_0001252500
Ss-gcy-12	Live - Unique	SSTP_0000489700
Ss-gcy-22	Live - Unique	SSTP_0000817800
Ss-gcy-23.1	Live - Unique	SSTP_0000354300
Ss-gcy-23.2	Live - Unique	SSTP_0000775800
Ss-gcy-23.3	Live - Unique	SSTP_0000846800
Ss-gcy-28	Live - Unique	SSTP_0000008900
